tweet_id,favorites,retweets,user_followers_cnt,user_favourites_cnt,date_timestamp
798682547630837760,0,5388,6430879,132887,2016-11-16 00:22:12
798673117451325440,0,6325,6430880,132887,2016-11-15 23:44:44
798665375516884993,0,4425,6430880,132887,2016-11-15 23:13:58
798644042770751489,0,2102,6430880,132887,2016-11-15 21:49:12
798628517273620480,0,2227,6430880,132887,2016-11-15 20:47:30
798585098161549313,0,6489,6430880,132887,2016-11-15 17:54:59
798576900688019456,0,6702,6430880,132887,2016-11-15 17:22:24
798340744599797760,0,3822,6430880,132887,2016-11-15 01:44:00
798209839306514432,11383,2892,6430873,132888,2016-11-14 17:03:50
797971864723324932,12806,3566,6430881,132887,2016-11-14 01:18:12
797545162159308800,15945,5501,6430881,132887,2016-11-12 21:02:38
797236660651966464,21968,7530,6430881,132887,2016-11-12 00:36:46
797165961484890113,254,32,6430881,132887,2016-11-11 19:55:50
796904159865868288,0,10142,6430881,132887,2016-11-11 02:35:32
796865951799083009,8428,2153,6430881,132887,2016-11-11 00:03:42
796759840936919040,13049,3480,6430881,132887,2016-11-10 17:02:03
796563435802726400,0,8321,6430881,132887,2016-11-10 04:01:37
796484825502875648,8328,2001,6430881,132887,2016-11-09 22:49:15
796387464403357696,12117,4728,6430881,132887,2016-11-09 16:22:22
796177847564038144,0,16253,6430881,132887,2016-11-09 02:29:25
796149749086875649,35607,16253,6430881,132887,2016-11-09 00:37:46
796125600683540480,5438,2031,6430881,132887,2016-11-08 23:01:49
796116448414461957,9979,2749,6430881,132887,2016-11-08 22:25:27
796080075804475393,9284,2625,6430881,132887,2016-11-08 20:00:55
796031486298386433,11872,4195,6430881,132887,2016-11-08 16:47:50
795464331001561088,54797,27077,6430881,132887,2016-11-07 03:14:10
795400264262053889,11100,3251,6430881,132887,2016-11-06 22:59:35
795076730285391872,17846,6157,6430881,132887,2016-11-06 01:33:58
794983741416415232,0,3829,6430881,132887,2016-11-05 19:24:28
794926597468000259,11302,2632,6430881,132887,2016-11-05 15:37:24
794355576146903043,0,11703,6430881,132887,2016-11-04 01:48:22
794332329137291264,10505,3005,6430881,132887,2016-11-04 00:15:59
794205286408003585,10132,3786,6430881,132887,2016-11-03 15:51:10
793962221541933056,18529,5564,6430881,132887,2016-11-02 23:45:19
793845145112371200,10123,2128,6430882,132887,2016-11-02 16:00:06
793614319594401792,0,3562,6430882,132887,2016-11-02 00:42:53
793601777308463104,8774,1857,6430883,132887,2016-11-01 23:53:02
793500921481273345,11759,2710,6430883,132887,2016-11-01 17:12:16
793286476301799424,27094,10444,6430884,132887,2016-11-01 03:00:09
793271401113350145,9502,2681,6430884,132887,2016-11-01 02:00:14
793256262322548741,21978,9459,6430885,132887,2016-11-01 01:00:05
793241302385262592,11586,3726,6430885,132887,2016-11-01 00:00:38
793226087023144960,10817,3247,6430887,132887,2016-10-31 23:00:11
793210959003287553,9828,3209,6430887,132887,2016-10-31 22:00:04
